ID,Age,Income,Score,Gender,Height_cm,Education,City,Marital_Status,Children,Join_Date,Credit_Score
6097,21,7495,100,Male,170,Bachelor,Aswan,Single,4,2023-10-02,621
6098,36,3542,77,Female,165,Master,Cairo,Divorced,3,2022-10-08,651
6099,37,5802,29,Female,147,Master,Alexandria,Married,0,2020-11-01,662
6100,26,4628,70,Female,168,Bachelor,Luxor,Single,3,2020-07-03,610
6101,27,6946,67,Female,169,High School,Aswan,Single,2,15/05/2024,615
6102,37,5566,86,Female,188,Master,alex,Married,0,2022-11-13,628
6103,21,4929,68,Male,170,Bachelor,Giza,Single,3,2020-06-02,634
6104,39,5573,91,Male,179,High School,Alexandria,Married,1,2024-01-21,654
6105,24,10072,83,Female,165,Master,Cairo,Single,,2024-01-21,610
6106,,5166,59,Female,182,PhD,Alexandria,Divorced,5,2020-07-26,663
6107,63,3917,72,Male,160,High School,Giza,Single,0,2021-06-08,709
6108,24,7166,63,Male,175,High School,Giza,Divorced,0,2023-08-12,586
6109,41,5712,77,fmale,178,Master,Alexandria,Divorced,0,2021-04-18,698
6110,26,3169,,male,176,Bachelor,Giza,Married,,2022-07-24,609
6111,47,10462,76,Female,191,PhD,alex,Single,0,2021-08-29,567
6112,19,5295,70,male,164,Master,Giza,Divorced,1,2021-06-24,656
6113,40,5244,72,Female,184,High School,Giza,Married,2,2022-08-08,625
6114,24,6319,100,Female,181,Bachelor,Luxor,Single,3,12/04/2020,653
6115,32,9460,69,fmale,170,Bachelor,Cairo,Divorced,0,2020-07-23,555
6116,22,2640,45,Male,188,High School,Giza,Single,4,2024-07-23,617
6117,44,6551,,Male,NULL,High School,Alexandria,Single,5,2020-12-23,741
6118,24,10174,90,Male,170,Bachelor,Giza,Married,1,2024-11-25,582
6119,41,6257,45,Male,169,Bachelor,Aswan,Married,0,2020-03-21,725
6120,30,3529,64,Female,157,Bachelor,Aswan,Married,3,2024-10-11,544
6121,33,4763,81,Female,177,High School,cairo,Single,,2021-08-18,633
6122,36,6413,,Male,176,Bachelor,Aswan,Divorced,1,2022-01-07,615
6123,25,8661,,Male,168,Bachelor,Aswan,Single,1,2024-06-29,619
6124,,5321,75,Female,187,Master,Giza,Single,5,2023-10-18,644
6125,53,7653,60,Female,165,Bachelor,Cairo,Married,2,2021-10-02,706
6126,25,3129,39,Male,152,Master,Luxor,Single,0,22/05/2022,575
6127,49,3112,100,Male,189,Bachelor,Giza,Divorced,3,2024-02-21,780
6128,52,5034,60,Male,180,Bachelor,Luxor,Married,2,2020-08-25,595
6129,25,8876,77,Female,176,High School,Alexandria,Single,3,2020-07-13,655
6130,18,6137,72,Female,166,Master,Aswan,Divorced,2,09/10/2024,598
6131,38,6579,88,Female,173,Master,Giza,Single,0,2024-04-01,682
6132,28,6556,76,Female,157,Master,Cairo,Married,0,28/12/2024,578
6133,57,8218,77,Male,167,Bachelor,Aswan,Single,2,2020-04-03,665
6134,35,4779,35,Female,160,Bachelor,Alexandria,Divorced,0,2020-01-20,660
6135,,7376,62,Male,172,Bachelor,Aswan,Single,0,2024-10-10,651
6136,21,4338,86,Female,179,PhD,Aswan,Divorced,0,2020-10-10,623
6137,48,9966,84,Male,159,Bachelor,Luxor,Single,0,20/09/2023,580
6138,28,4399,60,Male,177,PhD,Alexandria,Divorced,5,2023-08-18,626
6139,35,4235,51,Female,171,Bachelor,Cairo,Single,1,15/12/2020,688
6140,46,7099,76,Male,176,Bachlors,Aswan,Single,5,04/11/2021,622
6141,29,6159,31,Male,167,Bachelor,Aswan,Single,2,2022-01-02,672
6142,34,6653,57,Female,177,Master,Cairo,Divorced,1,2022-06-15,663
6143,34,6454,100,Male,163,Bachelor,Cairo,Single,0,2023-06-27,666
6144,43,3819,96,Female,153,Bachelor,Giza,Single,0,2021-07-03,614
6145,42,9226,82,Female,155,Bachelor,Giza,Married,0,2024-12-04,687
6146,32,7787,79,Female,164,Master,Aswan,Single,3,2024-02-10,665
6147,35,8717,45,Male,153,Bachelor,Giza,Single,0,09/07/2020,777
6148,30,4943,63,Male,185,PhD,Aswan,Divorced,1,2022-02-02,695
6149,18,6833,70,Female,169,High School,Cairo,Married,1,2024-07-27,750
6150,38,6394,64,Female,179,High School,Giza,Married,0,2021-12-02,662
6151,57,8256,69,Male,177,Bachelor,Alexandria,Married,1,2021-01-09,729
6152,24,8320,94,Female,170,Master,Alexandria,Married,0,2020-08-21,576
6153,25,6386,500,Female,205,High School,Cairo,Divorced,2,2022-03-31,683
6154,24,2964,69,Female,199,Bachelor,Aswan,Single,0,2022-03-30,649
6155,43,9559,86,Male,183,Bachelor,Alexandria,Single,2,23/07/2022,598
6156,40,7111,53,Male,160,High School,Giza,Divorced,0,2021-07-10,638
6157,,4783,62,male,184,High School,Luxor,Divorced,2,07/09/2024,650
6158,23,6813,63,Female,152,High School,Aswan,Divorced,0,2022-02-28,716
6159,36,2977,75,Female,183,Bachelor,Giza,Single,3,13/11/2023,692
6160,,8110,69,Female,144,Bachelor,Aswan,Single,2,2024-10-08,586
6161,36,3057,70,Female,166,High School,Giza,Divorced,0,2022-09-06,771
6162,45,5558,65,Male,182,PhD,Cairo,Married,3,2024-06-26,707
6163,19,6488,58,Male,173,Master,Cairo,Divorced,0,2022-05-13,647
6164,18,8077,84,Female,155,Bachelor,Cairo,Divorced,1,2023-08-21,681
6165,53,6213,69,Male,171,Bachelor,Cairo,Married,2,2024-12-19,656
6166,27,7269,84,fmale,173,High School,Giza,Married,0,2024-06-20,661
6167,48,5943,58,Female,NULL,Bachelor,Alexandria,Married,0,2020-12-07,665
6168,33,5935,65,Male,165,PhD,Giza,Married,3,2020-08-19,633
6169,,6170,71,Male,178,Master,Giza,Divorced,0,2020-09-28,616
6170,40,5621,73,Female,181,High School,Luxor,Divorced,2,2023-11-26,657
6171,24,2626,86,Female,168,High School,Luxor,Single,2,2024-01-27,716
6172,36,4463,68,Male,185,PhD,Giza,Single,0,2020-04-30,622
6173,30,6489,86,Male,168,High School,Cairo,Divorced,0,2024-09-25,677
6174,19,5501,80,Male,165,Bachelor,Luxor,Single,2,2020-11-22,625
6175,39,5688,73,Female,183,High School,Luxor,Single,0,2020-07-31,577
6176,31,5353,60,Male,183,Master,Giza,Single,2,2022-05-02,
6177,,4272,86,Male,163,High School,Aswan,Married,3,24/04/2023,624
6178,20,5013,61,Male,162,Bachelor,Luxor,Married,2,2022-09-15,650
6179,54,5386,74,Female,187,High School,Cairo,Married,0,01/07/2024,614
6180,45,6010,74,Male,168,High School,Giza,Divorced,2,2023-03-11,624
6181,46,6786,71,Male,170,Bachelor,Aswan,Married,2,2023-10-21,738
6182,31,,69,Male,167,High School,Alexandria,Single,2,2022-06-16,573
6183,18,3940,62,Male,183,high school,Cairo,Divorced,2,2021-01-06,714
6184,58,3203,50,Female,191,High School,Cairo,Divorced,1,05/06/2023,637
6185,34,11194,96,Male,170,High School,Giza,Single,3,2022-02-16,670
6186,26,3740,67,Female,194,PhD,Alexandria,Single,0,2024-05-14,594
6187,40,4962,73,Male,164,Bachelor,Cairo,Married,4,2022-01-04,664
6188,49,7034,72,Male,167,Master,Cairo,Single,0,2023-06-06,702
6189,34,6721,91,Male,176,Bachlors,Giza,Married,2,29/02/2020,733
6190,50,7041,100,male,161,High School,Cairo,Divorced,0,2024-11-01,632
6191,47,5114,77,Male,176,Bachelor,Aswan,Married,0,2023-11-02,595
6192,22,6477,72,Male,164,High School,Alexandria,Divorced,1,2024-12-07,620
6193,26,6122,58,Female,154,Bachelor,Luxor,Divorced,1,2024-09-13,630
6194,46,5375,53,Female,152,High School,Luxor,Married,2,2024-01-29,719
6195,18,6490,48,Female,166,Bachelor,Alexandria,Divorced,1,2020-09-24,667
6196,33,8110,63,Female,174,Master,Aswan,Single,0,2022-09-16,664
6197,,5955,43,Female,156,PhD,Giza,Divorced,,26/09/2022,684
6198,29,5968,91,Male,171,Bachelor,Giza,Married,2,2020-08-19,633
6199,31,8136,81,Male,171,Bachelor,Luxor,Divorced,3,2024-12-22,579
6200,30,7922,71,Male,168,High School,Cairo,Married,2,2022-04-22,656
6201,28,9167,91,Male,160,Bachelor,Alexandria,Married,5,21/06/2022,
6202,21,2487,58,Female,172,PhD,Aswan,Married,0,2020-04-04,590
6203,62,7810,62,Female,168,Bachelor,Giza,Divorced,4,2020-05-09,648
6204,57,7203,45,Male,179,Bachelor,Alexandria,Single,0,2021-06-19,690
6205,21,4228,86,Male,157,Bachelor,Cairo,Divorced,1,2023-09-03,543
6206,53,6503,62,Female,171,Bachelor,Luxor,Married,4,2021-10-05,727
6207,30,8102,75,Female,157,Bachelor,Cairo,Married,1,2020-01-26,637
6208,36,4341,90,Male,167,High School,Aswan,Divorced,0,2023-12-13,585
6209,34,6885,95,Female,159,Bachelor,Luxor,Married,2,13/11/2024,697
6210,27,7742,74,Male,160,High School,Cairo,Married,2,2023-10-20,689
6211,46,3857,,Male,169,Bachelor,Aswan,Married,0,2022-12-10,661
6212,36,5715,61,Female,164,High School,Aswan,Divorced,1,2024-04-20,
6213,29,6601,100,Female,184,Master,Aswan,Divorced,3,2024-03-02,560
6214,19,4407,72,Male,181,Master,Alexandria,Single,1,2023-03-26,699
6215,24,4241,76,Female,178,Bachelor,Aswan,Single,1,2024-01-22,619
6216,18,5729,,Female,177,High School,Giza,Divorced,1,2023-03-03,618
6217,35,7603,92,Male,171,Master,Aswan,Married,1,2021-04-03,715
6218,20,7287,77,Male,183,Master,Cairo,Married,0,2023-10-03,595
6219,31,4277,86,Male,167,Bachelor,Giza,Married,0,2024-11-23,715
6220,51,7304,80,fmale,191,PhD,Luxor,Divorced,0,2021-11-23,672
6221,49,4328,71,Male,160,High School,Giza,Divorced,0,2022-11-29,707
6222,34,2779,88,Male,158,Bachelor,Cairo,Divorced,3,2022-12-07,600
6223,33,5265,80,Male,156,Bachelor,Luxor,Married,0,2023-11-10,696
6224,57,8245,60,Female,157,High School,Cairo,Married,0,2023-12-05,671
6225,41,7311,60,Female,153,Bachelor,Cairo,Married,2,2023-06-20,647
6226,31,5996,77,Male,172,Bachelor,Alexandria,Divorced,0,2020-07-14,606
6227,18,5166,88,Female,178,High School,Alexandria,Married,2,2022-06-05,645
6228,39,5220,99,Female,170,Bachelor,Cairo,Divorced,1,2023-09-17,559
6229,44,6217,48,Male,NULL,High School,Aswan,Divorced,1,2024-01-28,
6230,27,3863,75,Female,165,Bachelor,Alexandria,Married,3,2021-05-24,648
6231,38,5303,82,Female,178,Bachelor,Cairo,Single,0,2022-09-13,624
6232,30,5568,79,Male,166,High School,Giza,Divorced,0,2021-12-09,689
6233,,3297,90,Female,162,Bachelor,Cairo,Divorced,1,2023-09-21,654
6234,,4323,84,Female,154,Bachelor,Cairo,Married,1,17/10/2023,677
6235,,6821,60,Female,165,Bachelor,Luxor,Single,0,2023-08-06,718
6236,46,6019,59,fmale,162,Bachelor,Alexandria,Single,,2022-02-27,724
6237,27,5382,79,Female,169,High School,Luxor,Married,0,2020-10-31,691
6238,35,4177,89,Male,174,High School,Aswan,Single,0,2024-09-14,631
6239,25,9153,77,Male,167,Master,Cairo,Married,0,2024-08-19,728
6240,,4324,51,Female,171,High School,Alexandria,Married,1,2023-02-17,464
6241,,6503,,Male,174,High School,Alexandria,Single,0,2023-06-09,632
6242,23,5024,85,Male,157,High School,cairo,Divorced,0,2020-04-21,721
6243,50,6072,69,Male,188,High School,Cairo,Single,1,2020-01-24,594
6244,46,6915,76,Male,162,High School,Cairo,Divorced,2,2023-08-10,719
6245,27,3259,90,Female,175,High School,Giza,Divorced,0,17/11/2020,646
6246,40,5986,56,Female,158,High School,Luxor,Divorced,0,2022-11-01,614
6247,41,8381,68,Female,171,High School,Luxor,Single,,2024-10-04,686
6248,42,9523,67,Male,171,High School,Cairo,Divorced,2,19/08/2022,
6249,18,5739,80,Female,186,High School,cairo,Married,0,2024-10-10,693
6250,47,6083,86,Male,167,Bachelor,Alexandria,Married,,12/10/2022,652
6251,28,10422,52,Female,182,Bachelor,Cairo,Divorced,1,15/11/2024,537
6252,30,8269,74,Female,172,Bachelor,Cairo,Single,2,2020-12-04,635
6253,66,4765,88,Male,188,Bachelor,Cairo,Divorced,0,02/06/2020,726
6254,38,4762,47,Female,152,Bachelor,Alexandria,Married,0,2024-03-18,614
6255,30,7913,74,male,174,Bachelor,Alexandria,Married,0,2022-10-03,707
6256,18,3977,56,Female,143,Master,Cairo,Divorced,0,2021-10-18,580
6257,51,8175,65,Male,169,Bachelor,Giza,Single,1,2021-05-08,712
6258,18,6668,,Male,180,High School,Luxor,Married,1,2021-11-08,555
6259,22,,95,Male,184,Bachelor,Giza,Single,0,2021-07-23,615
6260,31,5486,69,Female,177,Bachelor,cairo,Married,0,2020-04-13,619
6261,51,4740,62,Female,167,Bachelor,Cairo,Married,2,2022-11-04,564
6262,,8923,79,Male,175,Bachelor,Alexandria,Divorced,0,2021-04-01,664
6263,33,5506,59,Male,195,Bachelor,Luxor,Married,2,2023-02-01,636
6264,38,5178,57,Male,170,High School,Giza,Divorced,4,2023-08-10,627
6265,27,5839,97,Female,179,Bachelor,Aswan,Married,2,14/02/2022,569
6266,36,6386,100,Male,165,Master,Alexandria,Married,3,2022-04-05,603
6267,35,3938,66,Female,180,Bachelor,Alexandria,Single,0,2024-07-31,569
6268,46,4870,91,Female,179,High School,Luxor,Divorced,1,2021-04-26,711
6269,,4763,80,Female,163,Bachelor,Luxor,Single,1,2020-06-10,577
6270,40,7690,53,male,177,Master,Luxor,Divorced,0,2022-07-29,670
6271,30,4228,61,Female,178,Master,Cairo,Single,,2022-06-28,688
6272,43,2488,98,Male,177,Bachelor,Alexandria,Married,2,28/06/2024,557
6273,33,2065,53,Male,169,Bachelor,Cairo,Divorced,2,2023-03-19,635
6274,22,3059,100,Female,182,Bachelor,Cairo,Divorced,1,2022-07-06,
6275,30,8723,66,Female,160,Bachelor,Cairo,Divorced,4,2020-06-29,625
6276,36,6032,98,Male,170,Bachelor,Alexandria,Married,3,2024-10-20,593
6277,45,7002,70,Female,171,High School,Aswan,Married,1,2022-10-17,732
6278,32,7072,86,Female,181,Master,Giza,Divorced,3,2022-07-04,543
6279,20,6112,95,Female,160,Master,Alexandria,Single,1,2021-10-09,637
6280,35,5850,95,Female,172,Bachelor,Alexandria,Single,2,2020-08-31,677
6281,36,8089,66,Male,165,High School,Luxor,Married,1,2022-10-15,738
6282,37,6291,62,Female,171,Bachelor,Giza,Married,2,2024-03-06,615
6283,,8798,73,Female,173,Bachelor,Luxor,Single,1,2023-08-31,701
6284,47,7241,,Female,157,Bachelor,cairo,Single,1,06/02/2020,666
6285,27,4764,,Female,182,Bachelor,Cairo,Married,0,2020-07-29,744
6286,27,5005,62,fmale,174,High School,Luxor,Single,1,2022-04-06,644
6287,,4545,91,Female,161,Master,Aswan,Single,2,2022-04-24,685
6288,43,8435,66,Female,166,Bachelor,Giza,Single,2,2020-03-14,686
6289,52,5189,48,Female,184,High School,Cairo,Married,2,2023-02-15,667
6290,31,4403,96,Female,174,Bachelor,Aswan,Single,,2023-01-29,597
6291,32,6639,77,Male,160,Bachelor,Luxor,Divorced,3,01/01/2020,596
6292,52,5805,75,Male,162,High School,Aswan,Married,0,2024-08-18,620
6293,41,6589,91,Female,176,PhD,Aswan,Divorced,2,05/07/2020,670
6294,40,9779,88,Female,177,Bachelor,Cairo,Divorced,2,2024-06-09,629
6295,20,7826,63,Male,173,Master,Alexandria,Single,2,2023-05-22,585
6296,43,6054,68,Male,167,High School,Aswan,Divorced,2,2023-06-21,662
6297,23,3183,58,Female,178,Bachelor,Cairo,Married,0,2023-07-29,641
6298,21,5000,53,Male,166,Bachelor,Cairo,Married,0,15/09/2021,574
6299,30,7422,83,Male,161,PhD,Giza,Married,1,2024-12-27,636
6300,27,3657,80,Male,185,Bachelor,Giza,Married,1,2022-11-07,627
6301,32,10281,86,Male,174,High School,Alexandria,Single,2,2023-02-25,681
6302,18,6028,94,Male,162,Master,Luxor,Married,0,2021-02-27,563
6303,46,6097,86,Male,171,high school,Aswan,Divorced,2,02/09/2023,654
6304,48,4666,87,Male,170,Master,Aswan,Single,1,2023-10-07,
6305,18,6993,43,male,166,High School,Cairo,Married,2,23/07/2022,588
6306,46,3683,70,Female,172,Bachelor,Cairo,Divorced,0,29/11/2021,702
6307,25,10329,89,Male,160,Bachelor,Cairo,Divorced,2,2022-01-14,667
6308,45,8634,57,Female,178,Bachelor,Giza,Married,0,2024-08-17,618
6309,34,7968,500,Male,169,Master,Cairo,Married,0,2020-04-21,632
6310,35,3219,82,Female,153,Bachelor,Alexandria,Divorced,2,2024-07-30,625
6311,32,6410,81,Female,167,Bachelor,Cairo,Divorced,2,2021-04-01,645
6312,49,8418,80,Female,163,Bachelor,Luxor,Married,0,2024-09-25,716
6313,20,7186,83,Female,140,High School,Cairo,Divorced,1,2022-07-19,568
6314,42,3995,77,Male,168,Bachelor,Aswan,Married,0,10/11/2021,634
6315,,4699,53,Female,180,Bachelor,Aswan,Single,2,2023-02-21,599
6316,43,5096,82,Male,168,Bachelor,Cairo,Single,2,2024-04-20,666
6317,62,4793,79,Female,177,Master,Aswan,Married,2,2023-06-23,657
6318,28,9057,53,Male,170,High School,Cairo,Married,1,2023-05-13,721
6319,46,2157,95,Female,165,Master,Cairo,Married,0,2022-08-26,649
6320,33,7311,83,Male,162,PhD,Giza,Divorced,5,2024-01-07,710
6321,49,3415,54,Male,157,Master,Giza,Divorced,0,2023-09-07,680
6322,34,4077,62,Female,179,High School,Aswan,Single,2,2022-01-14,644
6323,30,1980,66,Male,177,Master,Aswan,Married,,06/01/2024,670
6324,50,4901,,Male,167,High School,Alexandria,Married,0,2022-07-15,599
6325,29,9021,79,Female,149,Bachelor,Alexandria,Married,2,2020-08-21,688
6326,18,6529,60,Male,174,PhD,Cairo,Divorced,,2020-07-18,635
6327,28,3603,91,fmale,160,Bachelor,Alexandria,Married,,2024-04-04,626
6328,42,8034,90,Female,171,Bachelor,Luxor,Divorced,1,2023-09-11,629
6329,51,8462,84,Male,154,Bachelor,Giza,Single,2,2021-03-30,676
6330,36,6208,75,Female,170,Bachelor,Aswan,Married,2,2020-01-05,619
6331,50,10069,89,Female,168,Bachelor,Alexandria,Married,3,2021-11-30,601
6332,18,7643,70,Male,145,Master,Luxor,Divorced,0,28/12/2021,615
6333,29,7365,64,Male,186,High School,Alexandria,Married,0,2024-08-26,568
6334,31,4393,92,Male,166,High School,Aswan,Divorced,0,2023-07-21,619
6335,33,7254,79,Female,167,High School,Alexandria,Married,0,2024-06-26,601
6336,36,6433,64,Female,175,High School,Giza,Single,4,2021-08-20,673
6337,43,7039,68,Male,NULL,High School,Alexandria,Married,0,2023-01-26,628
6338,29,4630,63,Male,173,High School,Luxor,Divorced,,2022-12-05,651
6339,36,6256,100,Male,158,Bachelor,Alexandria,Married,3,2022-02-04,528
6340,34,4366,75,Male,168,High School,Aswan,Divorced,2,2023-12-08,641
6341,23,1705,77,Male,150,Bachelor,Alexandria,Married,0,2020-08-05,639
6342,33,7996,85,Male,167,High School,Luxor,Divorced,3,2020-04-03,684
6343,33,2995,56,Male,184,Master,Alexandria,Married,0,2020-12-02,696
6344,33,6214,91,Male,154,Bachelor,Cairo,Single,0,2022-10-05,554
6345,35,,65,Male,166,High School,Aswan,Married,2,2020-10-14,
6346,35,6653,100,Male,148,Master,Cairo,Divorced,1,2024-08-10,641
6347,29,5433,70,Female,170,Bachelor,Cairo,Single,2,2024-01-08,630
6348,50,6542,90,Female,174,Master,Aswan,Single,,2024-02-29,590
6349,20,6941,37,Female,173,Bachelor,Aswan,Divorced,3,2024-01-17,699
6350,26,7469,57,Male,163,Bachelor,Luxor,Divorced,0,2022-04-18,613
6351,68,9466,70,Male,148,Bachelor,Luxor,Married,1,2020-08-07,732
6352,22,6468,44,Female,157,Bachelor,Luxor,Single,0,2021-06-04,638
6353,18,6128,84,Female,182,Bachelor,Cairo,Divorced,0,2023-06-05,641
6354,43,4186,79,Female,178,Bachelor,Alexandria,Married,0,2021-02-05,753
6355,18,6871,60,Male,169,Bachelor,Giza,Married,,2021-01-19,646
6356,32,7334,74,Male,171,Bachelor,Alexandria,Divorced,2,2020-09-04,603
6357,60,5615,87,Female,159,Bachelor,Giza,Single,0,2024-10-11,646
6358,18,7089,43,Male,182,Bachelor,Giza,Divorced,0,2022-03-15,678
6359,18,5414,55,Female,162,Bachelor,cairo,Married,0,17/03/2021,646
6360,18,7341,69,Female,174,Bachelor,Giza,Divorced,0,2022-07-25,631
6361,45,7825,75,Female,156,High School,Aswan,Married,0,2024-08-15,734
6362,48,7797,74,Male,168,Bachelor,Luxor,Divorced,2,2024-05-19,638
6363,28,6235,88,Female,182,Master,Aswan,Divorced,0,2021-01-25,671
6364,43,3920,82,Male,160,Bachelor,Cairo,Single,0,2024-01-07,577
6365,,4776,85,Female,177,high school,Aswan,Single,2,2021-11-23,670
6366,56,7190,54,Female,159,Bachelor,cairo,Married,1,2020-08-08,592
6367,32,10897,77,Male,160,Bachelor,Alexandria,Single,2,30/03/2024,707
6368,18,5318,,Male,169,PhD,Luxor,Divorced,0,2022-04-28,653
6369,25,6911,96,Female,179,High School,Alexandria,Single,0,2020-04-05,560
6370,29,4887,77,Male,167,High School,Cairo,Divorced,3,2023-07-20,634
6371,31,4052,64,Female,176,PhD,Giza,Divorced,2,2024-09-11,775
6372,32,4647,87,Female,181,Bachelor,Aswan,Married,0,2023-10-08,715
6373,48,1835,83,Male,162,Bachelor,Giza,Single,0,2023-04-20,657
6374,50,8706,,Female,154,Bachelor,Cairo,Married,1,09/09/2020,607
6375,32,1539,69,fmale,166,Bachelor,Cairo,Divorced,2,2024-04-30,684
6376,48,5472,70,Female,182,Bachelor,Alexandria,Divorced,1,2022-07-11,667
6377,39,3643,93,Female,161,Bachelor,Alexandria,Married,2,25/07/2022,638
6378,35,4231,78,Female,180,Bachelor,Cairo,Married,1,2023-09-10,576
6379,45,8753,85,Female,167,Bachelor,Luxor,Married,3,2023-04-21,652
6380,35,6402,67,Female,187,Master,Giza,Divorced,3,2022-10-29,621
6381,59,4069,80,Male,192,High School,Aswan,Single,1,2020-10-02,671
6382,18,4820,,Male,180,High School,Cairo,Divorced,2,2022-10-18,612
6383,28,4469,69,Female,153,Bachelor,Aswan,Divorced,1,2020-01-09,665
6384,33,5912,76,Female,145,Bachelor,Cairo,Divorced,0,2022-12-22,766
6385,40,6345,54,Male,170,Bachelor,Alexandria,Divorced,1,2024-02-16,768
6386,50,9791,63,Female,179,High School,Alexandria,Single,2,2020-04-09,670
6387,34,2167,69,Male,175,High School,Cairo,Divorced,0,2023-02-07,733
6388,18,5930,59,Male,162,Master,Aswan,Married,1,2022-06-05,628
6389,45,9000000,94,Male,155,Bachlors,Giza,Single,1,2024-09-13,601
6390,44,7893,,Female,179,Bachelor,alex,Married,3,2023-04-13,712
6391,,6709,86,Female,188,Bachelor,Cairo,Married,2,2022-09-16,604
6392,,7180,77,Male,163,High School,Luxor,Divorced,2,2022-11-07,713
6393,18,6690,,Male,178,Bachelor,Cairo,Single,1,2024-05-18,582
6394,27,4136,97,Female,196,Bachelor,Alexandria,Divorced,2,2020-12-28,670
6395,24,8422,41,Female,168,Bachlors,Luxor,Single,0,2023-11-17,597
6396,44,7597,72,Male,168,Bachelor,alex,Single,1,2023-03-30,615
6397,36,7831,58,Male,175,Bachelor,Alexandria,Married,2,2020-12-21,705
6398,19,8528,45,Male,167,Bachelor,Alexandria,Single,2,2024-02-05,720
6399,45,6835,57,Female,183,Master,Alexandria,Married,0,2024-07-27,
6400,18,8961,75,Female,165,High School,Aswan,Divorced,0,19/09/2020,707
6401,,6755,64,Male,169,Bachelor,Luxor,Married,2,31/07/2020,630
6402,25,5561,88,Female,155,Master,Giza,Married,1,2022-03-04,653
6403,30,5986,71,Female,167,High School,Giza,Single,1,2023-09-08,619
6404,41,5952,70,Male,159,High School,Aswan,Single,1,14/05/2023,621
6405,41,4961,70,Female,173,Bachelor,Giza,Married,2,26/05/2023,615
6406,51,9263,73,Female,153,High School,Luxor,Divorced,0,2024-12-12,579
6407,34,6592,68,Male,179,Master,Alexandria,Married,3,2021-10-21,615
6408,38,6189,62,Male,161,High School,Luxor,Divorced,0,29/10/2022,614
6409,29,6776,89,Female,187,Bachelor,Aswan,Divorced,0,2024-12-10,747
6410,37,11959,65,Female,183,Master,Aswan,Single,2,2022-02-26,695
6411,40,3736,69,Male,175,High School,Cairo,Divorced,0,2022-05-07,627
